active,id,label,start_date,end_date,period,coupang,cafe24,smartstore,kakao,lotteon,coupang_ads,prev_week_total,prev_week_coupang,prev_week_cafe24,prev_week_smartstore,prev_week_kakao,prev_week_lotteon,prev_year_total,prev_year_coupang,prev_year_cafe24,prev_year_smartstore,prev_year_kakao,prev_year_lotteon,cafe24_daily_dates,cafe24_daily_revenues,summary,insight_good,insight_check,status_confirmed,next_products,next_issues
FALSE,2026-W19,5월2주 (5/4~5/10),2026-05-04,2026-05-10,2026-05-04 ~ 2026-05-10,,,,,,,,,,,,,,,,,,,5/4|5/5|5/6|5/7|5/8|5/9|5/10,,,,,,선물하기 제품군 구성 및 업로드 진행,여름 기획전 종료 후 자사몰 디벨롭 진행 내용 판단|5월 3주차 원본 파일 수집 기준 유지
